text,language,predictions
아키즈키 칸~나~ 열쇠고리 파네,Korean,2.4816844
#وش_اسم_مدينتك ببي فويس حياكم D5A067A9,Arabic,2.5729747
Tú eres mi motivo y hasta puedo crear unos labios queriendo besar en mi fantasía ...,Spanish,2.6972458
먹칠에 조따 재주가 없는 것 같다... http,Korean,2.6315827
@user vicky nos has dado alguna pista y somos una pandilla de tontos y no la hemos pillado o aún no hay pistas,Spanish,2.3799863
“El camino siempre entraña riesgos”,Spanish,2.5618026
@user @user @joseantoniokast Siempre que no sean comunistas o gay cierto? Ahí que se mueran no más! 🤣🤣🤣🤣🤡,Spanish,2.6268523
@user @user Vai ser louco,Portuguese,2.4624841
學弟超喜歡處女座沙加，到現在手機密碼都還是沙加的生日(0919) 我就回他我朋友到現在手機密碼還是6918，然後我的手機密碼...258000... 摁就是個懶人ㄅ欠ㄅ欠,Chinese,2.7948227
주접킹으로 임명,Korean,2.4076343
@user 시댕 1년 체력 다 씀 개힘들어,Korean,2.7339787
Nah @user You're amazing! ❤️🥹,English,2.6635838
@user melhor que as duas só sua apresentação solo da formiguinha,Portuguese,2.3895144
@user رساله من الامير محمد بن فيصل للجماهير الهلاليه http,Arabic,2.4271348
@user @user كل شم نسيم وإنتم طيبيين وأعياد سعيدة على الجميع يارب🤲🌺 http,Arabic,2.5453253
@user 、？,Chinese,2.841676
@amitmalviya दम था तो एन राम की पुस्तक का विमोचन होने देते जे पी सी करवा लेते मीडिया को गुलाम बना कर पुरे देश को गुलाम बनाने चले हो,Hindi,2.5553553
@user Ils sont acharnés avec ça 😂,French,2.551792
@user العلامه يمانيه تقول لك يجوووز لكن يفضل تأجيله لبعد الافطار حتئ نلعنهم كلنا مش لوحدك بطل طمع يامجد كيفك رمضان كريم,Arabic,2.465364
@user （🍥╹◡╹🍥）,Chinese,2.785929
@user @MOFA_Taiwan @iingwen 所以你覺得我為什麼要問? ㄆ,Chinese,2.524101
Je n'ai aucune idée de l'utilité de ce truc mais merci http,French,2.4201393
@user @user @user @apjvalk @hendrikshelene @user @user Aan de gasten te zien niets nieuws. Jammer,Dutch,2.577292
acho mto foda que nós duas somos extremamente parecidas em ambos aspectos,Portuguese,2.5897217
@user जो एक की याद में सदा लीन रहते है । उन्हें याद में रहने का पुरुषार्थ नही करना पड़ता है । अ.वा: 25/07/1994,Hindi,2.657584
"@user @user Top, hartelijk dank Jan Willem. Zulke puike leerkrachten, daar heeft NL er nooit genoeg van!",Dutch,2.8508396
@SophieintVeld Helemaal de weg kwijt. Zal het veld moeten ruimen net als robbie.,Dutch,2.7935367
دعاء السجود:سبحان ذي الجبروت والملكوت والكبرياء والعظمة http,Arabic,2.4096668
@user @repubblica Esssre bloccati da Saviano dalla Cirinnà è un onore,Italian,2.5414417
اللهم إنا نعوذ من العجز والكسل والجبن والهَرَم والبخل ونعوذ بك من عذاب القبر ومن فتنة المحيا والممات http,Arabic,2.5150182
@user Non c'est une faute professionelle autorisée,French,2.5777884
में किसान हु मुझे भरोसा ह अपने जुनून पर निगाहें टिकी हुई ह बेनीवाल हनुमान पर। #wesupporthanumanbeniwal,Hindi,2.6246655
@user 요리에 대체 무슨짓을 하시는거죠?,Korean,2.7052703
켄히나는 같은표정을 한다. 그러므로 켄히나는 찐이다. 켄마 사진은 구글에서 주워왔습니다. http,Korean,2.7528338
@FerjaniSassi الف مليون مبروك يا المايسترو عقبال جميع البطولات,Arabic,2.4102252
@user होता है😌,Hindi,2.5902758
@user @user Maakt voor mij niet uit. Kijk alleen de Monitor. Zouden meer moeten doen ☺!,Dutch,2.8977053
@user الله يبارك فييكي هناء حبيبتي ❤️❤️🙏🏼,Arabic,2.5635405
Mi sto vergognando,Italian,2.5037527
@user @user Tanto como se pueda. Mientras aún se pueda.,Spanish,2.8435352
"estar roto no te da derecho a romper coñísimo de tu madre, no todas las personas somos iguales.",Spanish,2.4394343
@user (´ิ ❥ ´ิ♡)ぶっちゅ。,Chinese,2.518008
@user @user 👍🏼👍🏼بس من يفهم المتعصبين,Arabic,2.3210673
@user hol'in,Italian,2.6813166
Porque contigo puedo caminar sobre el agua y nadar en el fuego.,Spanish,2.8625863
@user @user Gummy attire post workout: http,English,2.5584826
열심히 족구 잘하고 멍해진 토깽이 횡설수설 ㅋㅋㅋ 먼산보기 #강한나 #런닝맨 http,Korean,2.4824004
من كان آخر كلامه لا إله إلا الله دخل الجنة ♻️ http,Arabic,2.7166295
@user Le turbo build a pas été enlevé juste le delai est augmenté donc sans c vraiment impossible je pense,French,2.5900812
Ho preparato già gli outfit che dovrò portare via in vacanza con il mio ragazzo tra 1 mese LOL,Italian,2.5869527
Veja os usuários que acessaram seu perfil agora http,Portuguese,2.643344
gente eu tô literalmente escutando a música de game of thrones na minha cabeça???? o nível da loucura,Portuguese,2.698656
"Anyone who thinks #Shelock jumped the shark in the fourth series? At least it took four series, eh? #Dracula #DraculaNetflix",English,2.6584358
Gerjan - Telegram uit tennesie,Dutch,2.6175003
i need more ink,English,2.7084675
bout to start 3 dramas at the same time and they all have jin goo in it LMAO,English,2.6985908
سؤال : لو شخص ظلمك و يتصل بك يوم العيد حتى يعتذرلك 📞 رد 📞 رفض⛔,Arabic,2.5420349
"se teu pau é ku klux klan, minha buceta é pantera negra",Portuguese,2.7677088
@user @user Elle se voyait deja en haut de l’affiche et pond un navet ! 😂😂,French,2.352341
@alrahbi5 هؤلاء قناصة حوثيين عام ٢٠١٥ ياكلب,Arabic,2.7736464
아니 얌전히 뒤집어 보여주는 쿠냐 다음장면이 &gt;&gt;중&lt;&lt; 한글자 엄지손가락에 대롱대롱 달아둔 얌얌이라는게 http,Korean,2.7309113
"@user In #Toscana non riusciranno a ripetere il bis, tranquilli",Italian,2.4860394
"@user Je n'arrive pas à me reposer, quand je suis seul.",French,2.437444
ابدا صباحك بـ اذكارك لتنعم وترزق ❤️,Arabic,2.7427373
لو القلب يحكي كان بعالي الصوت ناداك.. لكن وش حيلته لا صار نبضه رساله🌸🥀,Arabic,2.7907937
【時報】11時だ 後一時間で昼飯,Chinese,2.7567003
RAGA STO PIANGENDO volevo fare una foto ad uno scoiattolo e guardate come si è messo ahahahahhaha http,Italian,2.4350865
@user @user C’est bon merci mais j’ai déjà parier c’est pas très grave merci à toi 😉,French,2.6372826
última atualização de visitantes do meu perfil http,Portuguese,2.4796653
@user 天かすぅ！！！！！,Chinese,2.808519
انا مابي الحظ يبتسم لي ابيه بس يسلم علي سلام حواجب,Arabic,2.6438363
@user Got scammed by some makeup brand? Lol,English,2.5555122
@user Il doit être dans un genjutsu de Naruto,French,2.604228
아 아냐 계정삭제는 좀....,Korean,2.588707
@user Nsjsj,Dutch,2.7574105
@user Je vais tous pt,French,2.345438
@sportsguymarv No,Spanish,2.2939847
Nou het is officieel hoor http,Dutch,2.3207433
장소를 노래하는 시인 박태일 &lt;몽골에서 보낸 네 철&gt; 블로그 주소: http http,Korean,2.6569965
@user Lmaooo can’t een do it playa,Dutch,2.6940825
@user 我耿冠军，我现在在冷藏车里很寂寞，我要找Amy陪我,Chinese,2.447458
क्या कारण है कि बीजेपी को छोड़कर कांग्रेस के देश विरोधी घोषणा पत्र का किसी भी राजनैतिक पार्टी ने विरोध नही किया ?,Hindi,2.6036725
@user @user @user @user @user Dat zei ik inderdaad ook.,Dutch,2.893947
"@user Tienes una nueva notificación del servicio (C-3, C-3a)",Spanish,2.450962
@user 후에에 나두 자신없뜨 ㅠㅠㅠㅠ,Korean,2.5424929
@user あった！！！！！！！！！！！！！！！嬉しい！！！！！,Chinese,2.588006
""" जुलाई में जो तुमने, की बातचीत कुछ कम थे आसमां पे बादल, और मेरी आँखें पुरनम । "" #July",Hindi,2.7828972
Op afstand bestuurbare robots gaan de strijd aan in de DRU http,Dutch,2.8401291
@user 다음교시 수학 오호홍~!,Korean,2.7113225
@user Pra mais nuncaaa,Portuguese,2.4143357
"후후, 그런 마음이라면 고맙겠군.",Korean,2.564209
"Voor het vaderland! Voor Oranje! Dit KAN ik, verdomme! Reken op mij! http",Dutch,2.8410895
@user On dirait un jeune dans Pascal le grand frère 😂 lui il faut l’inscrire aux Anges de la télé-réalité 😂,French,2.3564086
"@user In CH is er geen statiesysteem! Mensen sorteren het zelf zonder statiesysteem, attitude !",Dutch,2.6209455
"Gracias, @user por pasar horas conmigo este año en @user Eres mi artista número 1. #EnTiemposDeSpotify",Spanish,2.8308494
@user Blue??,English,2.6857734
@user Ik stop nu,Dutch,2.7861333
اللهم فارج الهم، و كاشف الغم و مجيب دعوة المضطرين، رحمن الدنيا و الآخرة أنت ترحمني فارحمني برحمة تغنني بها عن رحمة من سواك,Arabic,2.4028358
@user @user @bbcchinese 嗯，你说的对，看看大英帝国的体育发展战略没错了。,Chinese,2.5721443
@user Ah - gij zijt van daar :-),Dutch,2.6591365
@user grazado,Spanish,2.4087257
استمرار الاشتباكات في مدينة عدن باليمن ومقتل شخص من المارة http,Arabic,2.4915538
"@user Porra o moto táxi me cobrou 10 conto, por isso sou pão dura",Portuguese,2.5127158
森集中！！,Chinese,2.829258
@user Who would you place with Bloomberg? 🤔,English,2.8330932
@user @user Daar sluit ik me bij aan.,Dutch,2.8205037
@user Hoe meer hij onderneemt Des te slechter ziet het er voor hem uit het is niks en het wordt niks met zijn partij!!!,Dutch,2.9757087
Sono nenhum,Italian,2.4208627
Van Ethiopië naar de bloemist om de hoek: zijn jouw rozen wel 'eerlijk'? http,Dutch,2.8364515
@user bah moi jsuis tjr autant petite.,French,2.7321258
엔터 두 번 친다고 빨리 되는건 아니더라고.,Korean,2.8274262
"ya está aquí esta noche, el relámpago ⚡️ http",Spanish,2.630121
@user @user Ela não tá com forças nem pra andar direito e esse cara fuça em cima... chato pra cacete!!!,Portuguese,2.388211
@user ㅠ 하지만 무사히 집에 간,Korean,2.4502285
"हमें मिलना नहीं सीखना होता बिछड़ना सीखना होता है, बिछड़कर जीना सीखना होता है..!! http",Hindi,2.575241
null'xdtjmt,Italian,2.9891217
[아유경제_부동산] “2020년 공시가격 인상… 보유세 계산 방법은?” http,Korean,2.4042387
@user amiga eu nao to mal mas tb nao to bem . nem sei como eu to,Portuguese,2.7962735
"Suerte a las mujeres en su movimiento, están haciendo historia, no paren, nosotros con ustedes💜",Spanish,2.4229593
@user وتانى هاقولك صفى النوايا رب العباد يحبب فيك خلقه ويرزقك بمحبتهم من حيث لا تحتسب اسمع نصيحة اختك الكبيره تكسب بمشيئة الرحمن 🤗,Arabic,2.4301214
تعارف جاد بقصد الزواج انا خجولة حنونة جدا هادئة عفوية حساسة رشيقة شكلي بيبن صغيرة لم يسبق لي الزواج http,Arabic,2.6207764
Muitas vezes pensam que eu não sei das coisas .. só finjo que não sei 🤷🏽‍♂️,Portuguese,2.6865213
@user 乗っとけば良かったなぁ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,Chinese,2.6456182
@user बहुत जलील मौत मरेगा यह,Hindi,2.6605816
@user q alguien ponga el vídeo de los perros follando,Spanish,2.5072758
@user She said it was not her focus 🤗,English,2.7138948
@user Heb liever ado supporters als de graafschap supporters en ado veel leukere club,Dutch,2.8063636
Les gars on va se taper des selfies de fou pendant la troisième guerrre mondiale !! 🥰❤️,French,2.5063214
@user تم الغائها بالعربي سيتم كنس جميع الطبقة السياسية قريبا جدا.. استعدوا,Arabic,2.421585
그쵸?? 그쵸??? 진짜 불온하죠???? 좀더 들어보려다가 안되겟어서 껏어요............,Korean,2.6275554
@bilarakib مطبله بدرجة امتياز,Arabic,2.620255
Fiz porra nenhuma hj e só me estressei,Portuguese,2.5327775
इसराइल जाकर रोजी-रोटी कमाने को मज़बूरी हैं फ़लस्तीनी के ग़रीब लोग http,Hindi,2.5137653
@user 지금 존나 잘 자... 줌해서 찍어줄까,Korean,2.6622477
@PiazzapulitaLA7 @PaoloGentiloni Grazie Mega Direttore Clamoroso Duca Conte Pier Carlo Ingegner Semenzara.,Italian,2.57003
